READ SERR 1 2
      0.51000000      0.13000000     -0.11959771     0.027450121
      0.74000000      0.10000000    -0.066150229     0.015195581
      0.94000000      0.10000000    -0.036274686     0.011508884
       1.1400000      0.10000000    -0.024241795     0.010193000
       1.3400000      0.10000000   -0.0097686046     0.010902975
       1.5400000      0.10000000     0.033095348     0.011592413
       1.7400000      0.10000000   -0.0085483448     0.012731055
       1.9400000      0.10000000     0.033854361     0.014932902
       2.2000000      0.16000000    0.0042204615     0.014197557
       2.5200000      0.16000000     0.011928743     0.019742229
       2.8400000      0.16000000     0.012084846     0.022545064
       3.3200000      0.32000000     0.062508616     0.019511360
       3.9600000      0.32000000     0.061307794     0.022916463
       4.6000000      0.32000000     0.026479810     0.027571275
       5.2400000      0.32000000     0.068111867     0.033742813
       5.9600000      0.40000000     0.043177630     0.032104626
       6.7600000      0.40000000     0.070347941     0.038384918
       7.5600000      0.40000000     0.085578518     0.052907570
       8.3600000      0.40000000      0.10987104     0.077278120
       9.1600000      0.40000000      0.13472701     0.080354309
       9.9600000      0.40000000      0.10047062      0.11545353
