READ SERR 1 2
      0.51000000      0.13000000    -0.014174820    0.0075322875
      0.74000000      0.10000000    0.0040666756    0.0042460721
      0.94000000      0.10000000   -0.0081248673    0.0032269146
       1.1400000      0.10000000    -0.016766430    0.0027705114
       1.3400000      0.10000000    -0.012481364    0.0028236023
       1.5400000      0.10000000    -0.016634549    0.0030287267
       1.7400000      0.10000000    0.0025613913    0.0032486208
       1.9400000      0.10000000   -0.0025290893    0.0038446042
       2.2000000      0.16000000    0.0034834280    0.0035967666
       2.5200000      0.16000000    0.0075351797    0.0048222412
       2.8400000      0.16000000     0.010664947    0.0055598747
       3.3200000      0.32000000     0.013044348    0.0047659729
       3.9600000      0.32000000     0.027032503    0.0058649870
       4.6000000      0.32000000     0.034638742    0.0065542079
       5.2400000      0.32000000     0.035530169    0.0073940751
       5.9600000      0.40000000     0.027029577    0.0080650918
       6.7600000      0.40000000     0.018825865    0.0095955012
       7.5600000      0.40000000     0.029561274     0.011760384
       8.3600000      0.40000000     0.058417283     0.016890431
       9.1600000      0.40000000     0.070765331     0.024435899
       9.9600000      0.40000000     0.082577528     0.033298777
